User ID,New Listings,Renewals,Ads Bought,Listing Revenue,Promo Revenues,Total Revenue
25266,5,2,0,0.0,0.0,0.0
25373,4,6,0,0.0,0.0,0.0
25671,8,46,0,0.0,0.0,0.0
25676,1,0,0,0.0,0.0,0.0
25737,1,33,0,0.0,0.0,0.0
25751,2,0,0,0.0,0.0,0.0
25872,1,9,0,0.0,0.0,0.0
26358,3,4,0,0.0,0.0,0.0
26405,2,7,0,0.0,0.0,0.0
26661,0,23,0,0.0,0.0,0.0
26913,4,0,0,0.0,0.0,0.0
26989,4,50,0,0.0,0.0,0.0
27189,2,0,0,0.0,0.0,0.0
27217,2,1,0,0.0,0.0,0.0
27229,1,0,0,0.0,0.0,0.0
27268,2,0,0,0.0,0.0,0.0
27466,3,27,0,0.0,0.0,0.0
27583,14,53,0,0.0,0.0,0.0
27767,3,9,0,0.0,0.0,0.0
27891,0,1,0,0.0,0.0,0.0
27894,1,17,0,0.0,0.0,0.0
27996,3,0,0,0.0,0.0,0.0
28055,6,0,0,0.0,0.0,0.0
28199,1,3,0,0.0,0.0,0.0
28256,4,8,0,0.0,0.0,0.0
28292,0,6,0,0.0,0.0,0.0
28385,4,1,0,0.0,0.0,0.0
28440,6,28,0,0.0,0.0,0.0
28459,3,5,0,0.0,0.0,0.0
28667,3,28,0,0.0,0.0,0.0
29041,2,12,0,0.0,0.0,0.0
29228,3,0,0,0.0,0.0,0.0
29390,0,35,0,0.0,0.0,0.0
29479,1,0,0,0.0,0.0,0.0
29632,0,19,0,0.0,0.0,0.0
29727,2,30,0,0.0,0.0,0.0
29769,7,0,0,0.0,0.0,0.0
29912,0,3,0,0.0,0.0,0.0
30199,4,63,0,0.0,0.0,0.0
30244,2,8,0,0.0,0.0,0.0
30541,2,0,0,0.0,0.0,0.0
30605,0,10,0,0.0,0.0,0.0
30608,11,42,0,0.0,0.0,0.0
30624,5,76,0,0.0,0.0,0.0
30654,6,77,0,0.0,0.0,0.0
30771,2,0,0,0.0,0.0,0.0
30850,1,5,0,0.0,0.0,0.0
30879,32,103,0,0.0,0.0,0.0
30963,2,99,0,0.0,0.0,0.0
31122,25,79,0,0.0,0.0,0.0
31162,4,29,0,0.0,0.0,0.0
31170,6,18,0,0.0,0.0,0.0
31264,1,0,0,0.0,0.0,0.0
31349,6,0,0,0.0,0.0,0.0
31383,0,36,0,0.0,0.0,0.0
31420,16,103,0,0.0,0.0,0.0
31450,9,10,0,0.0,0.0,0.0
31464,3,31,0,0.0,0.0,0.0
31525,2,0,0,0.0,0.0,0.0
31746,7,19,0,0.0,0.0,0.0
32535,0,5,0,0.0,0.0,0.0
32543,2,17,0,0.0,0.0,0.0
32607,2,0,0,0.0,0.0,0.0
32693,3,3,0,0.0,0.0,0.0
32703,2,3,0,0.0,0.0,0.0
32712,1,0,0,0.0,0.0,0.0
32760,1,4,0,0.0,0.0,0.0
32930,2,15,0,0.0,0.0,0.0
33010,1,2,0,0.0,0.0,0.0
33122,9,84,0,0.0,0.0,0.0
33197,4,4,0,0.0,0.0,0.0
33419,1,21,0,0.0,0.0,0.0
33463,1,1,0,0.0,0.0,0.0
33510,0,6,0,0.0,0.0,0.0
33555,0,2,0,0.0,0.0,0.0
33648,33,338,0,0.0,0.0,0.0
33697,3,0,0,0.0,0.0,0.0
33833,3,3,0,0.0,0.0,0.0
34047,6,4,0,0.0,0.0,0.0
34068,1,1,0,0.0,0.0,0.0
34383,1,1,0,0.0,0.0,0.0
34553,1,4,0,0.0,0.0,0.0
34564,0,1,0,0.0,0.0,0.0
34600,0,1,0,0.0,0.0,0.0
34732,0,2,0,0.0,0.0,0.0
34741,10,129,0,0.0,0.0,0.0
34779,2,8,0,0.0,0.0,0.0
34793,0,1,0,0.0,0.0,0.0
34812,1,0,0,0.0,0.0,0.0
34935,2,8,0,0.0,0.0,0.0
35258,3,12,0,0.0,0.0,0.0
35262,2,0,0,0.0,0.0,0.0
35524,1,0,0,0.0,0.0,0.0
35533,2,9,0,0.0,0.0,0.0
35580,1,12,0,0.0,0.0,0.0
35792,5,49,0,0.0,0.0,0.0
36088,4,17,0,0.0,0.0,0.0
36557,0,4,0,0.0,0.0,0.0
36591,1,10,0,0.0,0.0,0.0
36616,1,52,0,0.0,0.0,0.0
36631,1,0,0,0.0,0.0,0.0
36751,6,0,0,0.0,0.0,0.0
37171,2,21,0,0.0,0.0,0.0
37256,3,21,0,0.0,0.0,0.0
37313,0,11,0,0.0,0.0,0.0
37441,0,114,0,0.0,0.0,0.0
37493,12,98,0,0.0,0.0,0.0
37510,4,136,0,0.0,0.0,0.0
37607,1,14,0,0.0,0.0,0.0
37632,0,4,0,0.0,0.0,0.0
37650,7,9,0,0.0,0.0,0.0
37687,1,1,0,0.0,0.0,0.0
37754,0,14,0,0.0,0.0,0.0
37802,0,5,0,0.0,0.0,0.0
37831,1,0,0,0.0,0.0,0.0
37958,3,11,0,0.0,0.0,0.0
38069,0,4,0,0.0,0.0,0.0
38193,4,2,0,0.0,0.0,0.0
38226,2,4,0,0.0,0.0,0.0
38420,19,13,0,0.0,0.0,0.0
38436,1,3,0,0.0,0.0,0.0
38597,14,13,0,0.0,0.0,0.0
38724,22,18,0,0.0,0.0,0.0
38776,1,0,0,0.0,0.0,0.0
39007,8,351,0,0.0,0.0,0.0
39232,6,0,0,0.0,0.0,0.0
39252,0,3,0,0.0,0.0,0.0
39332,4,119,0,0.0,0.0,0.0
39356,14,116,0,0.0,0.0,0.0
39378,1,2,0,0.0,0.0,0.0
39483,3,29,0,0.0,0.0,0.0
39580,56,49,0,0.0,0.0,0.0
39734,2,184,0,0.0,0.0,0.0
40041,13,5,0,0.0,0.0,0.0
40146,11,87,0,0.0,0.0,0.0
40413,10,43,0,0.0,0.0,0.0
40566,9,21,0,0.0,0.0,0.0
40579,0,15,0,0.0,0.0,0.0
40885,4,3,0,0.0,0.0,0.0
40915,9,22,0,0.0,0.0,0.0
40981,2,43,0,0.0,0.0,0.0
41185,3,9,0,0.0,0.0,0.0
41318,2,34,0,0.0,0.0,0.0
41589,2,0,0,0.0,0.0,0.0
41811,30,88,0,0.0,0.0,0.0
41893,99,13,0,0.0,0.0,0.0
41897,10,10,0,0.0,0.0,0.0
41958,4,88,0,0.0,0.0,0.0
41986,2,0,0,0.0,0.0,0.0
42036,12,66,0,0.0,0.0,0.0
42767,2,12,0,0.0,0.0,0.0
42926,0,1,0,0.0,0.0,0.0
42948,1,0,0,0.0,0.0,0.0
43071,0,4,0,0.0,0.0,0.0
43114,3,101,0,0.0,0.0,0.0
43122,7,10,0,0.0,0.0,0.0
43213,1,0,0,0.0,0.0,0.0
43288,1,1,0,0.0,0.0,0.0
43334,0,1,0,0.0,0.0,0.0
43492,9,34,0,0.0,0.0,0.0
43573,7,98,0,0.0,0.0,0.0
43686,6,4,0,0.0,0.0,0.0
44047,2,4,0,0.0,0.0,0.0
44205,11,53,0,0.0,0.0,0.0
44296,0,24,0,0.0,0.0,0.0
44408,17,53,0,0.0,0.0,0.0
44555,11,73,0,0.0,0.0,0.0
44578,1,6,0,0.0,0.0,0.0
44587,4,16,0,0.0,0.0,0.0
44646,2,17,0,0.0,0.0,0.0
44938,1,5,0,0.0,0.0,0.0
44941,16,11,0,0.0,0.0,0.0
44989,4,13,0,0.0,0.0,0.0
45177,1,0,0,0.0,0.0,0.0
45256,8,12,0,0.0,0.0,0.0
45257,6,13,0,0.0,0.0,0.0
45295,1,7,0,0.0,0.0,0.0
45415,3,35,0,0.0,0.0,0.0
45459,1,9,0,0.0,0.0,0.0
45812,4,110,0,0.0,0.0,0.0
45832,2,59,0,0.0,0.0,0.0
45918,1,2,0,0.0,0.0,0.0
45934,2,40,0,0.0,0.0,0.0
46429,1,2,0,0.0,0.0,0.0
46515,15,297,0,0.0,0.0,0.0
46552,4,2,0,0.0,0.0,0.0
46615,38,163,0,0.0,0.0,0.0
47020,2,0,0,0.0,0.0,0.0
47047,0,3,0,0.0,0.0,0.0
47054,12,0,0,0.0,0.0,0.0
47163,8,25,0,0.0,0.0,0.0
47174,0,6,0,0.0,0.0,0.0
47229,0,13,0,0.0,0.0,0.0
47321,1,0,0,0.0,0.0,0.0
47354,2,6,0,0.0,0.0,0.0
47416,10,41,0,0.0,0.0,0.0
47435,0,1,0,0.0,0.0,0.0
47486,32,707,0,0.0,0.0,0.0
47532,3,59,0,0.0,0.0,0.0
47537,6,9,0,0.0,0.0,0.0
47590,8,103,0,0.0,0.0,0.0
47620,2,8,0,0.0,0.0,0.0
47690,1,0,0,0.0,0.0,0.0
47850,13,22,0,0.0,0.0,0.0
47930,18,5,0,0.0,0.0,0.0
48066,4,0,0,0.0,0.0,0.0
48249,4,37,0,0.0,0.0,0.0
48456,4,19,0,0.0,0.0,0.0
48625,6,7,0,0.0,0.0,0.0
48699,0,5,0,0.0,0.0,0.0
48860,1,0,0,0.0,0.0,0.0
48981,32,228,0,0.0,0.0,0.0
49293,2,10,0,0.0,0.0,0.0
49349,1,0,0,0.0,0.0,0.0
49403,1,1,0,0.0,0.0,0.0
49501,3,0,0,0.0,0.0,0.0
49623,2,43,0,0.0,0.0,0.0
49680,0,6,0,0.0,0.0,0.0
49729,22,10,0,0.0,0.0,0.0
49982,7,19,0,0.0,0.0,0.0
49996,24,125,0,0.0,0.0,0.0
50034,1,0,0,0.0,0.0,0.0
50110,1,22,0,0.0,0.0,0.0
50148,1,1,0,0.0,0.0,0.0
50203,4,5,0,0.0,0.0,0.0
50311,111,57,0,0.0,0.0,0.0
50325,12,0,0,0.0,0.0,0.0
50333,15,55,0,0.0,0.0,0.0
50431,6,32,0,0.0,0.0,0.0
50462,7,46,0,0.0,0.0,0.0
50500,2,8,0,0.0,0.0,0.0
50564,2,0,0,0.0,0.0,0.0
50605,12,214,0,0.0,0.0,0.0
50620,1,2,0,0.0,0.0,0.0
50729,3,5,0,0.0,0.0,0.0
50831,4,9,0,0.0,0.0,0.0
50852,23,54,0,0.0,0.0,0.0
50942,15,258,0,0.0,0.0,0.0
51041,7,15,0,0.0,0.0,0.0
51042,5,7,0,0.0,0.0,0.0
51058,1,0,0,0.0,0.0,0.0
51206,2,14,0,0.0,0.0,0.0
51216,4,14,0,0.0,0.0,0.0
51253,6,5,0,0.0,0.0,0.0
51322,3,10,0,0.0,0.0,0.0
51801,2,2,0,0.0,0.0,0.0
51803,37,164,0,0.0,0.0,0.0
51876,1,1,0,0.0,0.0,0.0
52083,1,4,0,0.0,0.0,0.0
52229,6,20,0,0.0,0.0,0.0
52327,8,42,0,0.0,0.0,0.0
52356,7,34,0,0.0,0.0,0.0
52524,3,6,0,0.0,0.0,0.0
52607,0,36,0,0.0,0.0,0.0
52696,2,101,0,0.0,0.0,0.0
52711,1,0,0,0.0,0.0,0.0
52905,4,3,0,0.0,0.0,0.0
52922,1,0,0,0.0,0.0,0.0
52962,3,1,0,0.0,0.0,0.0
52984,2,0,0,0.0,0.0,0.0
52991,7,47,0,0.0,0.0,0.0
53029,12,26,0,0.0,0.0,0.0
53056,3,10,0,0.0,0.0,0.0
53091,1,12,0,0.0,0.0,0.0
53166,3,3,0,0.0,0.0,0.0
53315,2,0,0,0.0,0.0,0.0
53418,7,206,0,0.0,0.0,0.0
53483,1,2,0,0.0,0.0,0.0
53507,2,3,0,0.0,0.0,0.0
53519,0,1,0,0.0,0.0,0.0
53631,10,27,0,0.0,0.0,0.0
53645,16,52,0,0.0,0.0,0.0
53771,2,6,0,0.0,0.0,0.0
53956,1,4,0,0.0,0.0,0.0
53992,4,7,0,0.0,0.0,0.0
54250,8,12,0,0.0,0.0,0.0
54254,4,15,0,0.0,0.0,0.0
54269,0,3,0,0.0,0.0,0.0
54363,5,12,0,0.0,0.0,0.0
54396,3,32,0,0.0,0.0,0.0
54513,3,4,0,0.0,0.0,0.0
54533,1,1,0,0.0,0.0,0.0
54711,6,31,0,0.0,0.0,0.0
54789,5,97,0,0.0,0.0,0.0
54944,0,16,0,0.0,0.0,0.0
54957,1,5,0,0.0,0.0,0.0
55064,2,3,0,0.0,0.0,0.0
55249,0,3,0,0.0,0.0,0.0
55309,0,400,0,0.0,0.0,0.0
55339,8,18,0,0.0,0.0,0.0
55417,1,0,0,0.0,0.0,0.0
55526,4,1,0,0.0,0.0,0.0
55686,5,7,0,0.0,0.0,0.0
55753,2,19,0,0.0,0.0,0.0
55786,3,2,0,0.0,0.0,0.0
55866,3,54,0,0.0,0.0,0.0
56159,14,61,0,0.0,0.0,0.0
56243,57,17,0,0.0,0.0,0.0
56422,12,74,0,0.0,0.0,0.0
56494,9,177,0,0.0,0.0,0.0
56506,1,8,0,0.0,0.0,0.0
56585,0,27,0,0.0,0.0,0.0
56614,1,6,0,0.0,0.0,0.0
56760,9,3,0,0.0,0.0,0.0
56780,7,44,0,0.0,0.0,0.0
56809,11,4,0,0.0,0.0,0.0
57163,4,12,0,0.0,0.0,0.0
57263,54,85,0,0.0,0.0,0.0
57285,0,40,0,0.0,0.0,0.0
57337,5,21,0,0.0,0.0,0.0
57380,8,2,0,0.0,0.0,0.0
57581,7,5,0,0.0,0.0,0.0
57824,5,12,0,0.0,0.0,0.0
58057,5,0,0,0.0,0.0,0.0
58176,3,7,0,0.0,0.0,0.0
58209,3,18,0,0.0,0.0,0.0
58355,6,8,0,0.0,0.0,0.0
58541,2,8,0,0.0,0.0,0.0
58651,4,56,0,0.0,0.0,0.0
58716,1,4,0,0.0,0.0,0.0
58819,6,10,0,0.0,0.0,0.0
58884,19,47,0,0.0,0.0,0.0
58895,0,3,0,0.0,0.0,0.0
58959,1,31,0,0.0,0.0,0.0
59156,6,171,0,0.0,0.0,0.0
59208,6,3,0,0.0,0.0,0.0
59224,6,6,0,0.0,0.0,0.0
59482,8,35,0,0.0,0.0,0.0
59601,8,19,0,0.0,0.0,0.0
59718,1,2,0,0.0,0.0,0.0
59738,1,1,0,0.0,0.0,0.0
59748,4,20,0,0.0,0.0,0.0
59759,0,1,0,0.0,0.0,0.0
59762,0,2,0,0.0,0.0,0.0
59799,1,0,0,0.0,0.0,0.0
59808,10,40,0,0.0,0.0,0.0
59849,0,1,0,0.0,0.0,0.0
59871,1,9,0,0.0,0.0,0.0
59936,4,3,0,0.0,0.0,0.0
59988,2,20,0,0.0,0.0,0.0
60266,3,23,0,0.0,0.0,0.0
60326,4,15,0,0.0,0.0,0.0
60769,16,35,0,0.0,0.0,0.0
61093,2,110,0,0.0,0.0,0.0
61137,0,5,0,0.0,0.0,0.0
61203,4,14,0,0.0,0.0,0.0
61242,7,53,0,0.0,0.0,0.0
61492,8,12,0,0.0,0.0,0.0
61535,0,1,0,0.0,0.0,0.0
61558,7,15,0,0.0,0.0,0.0
61585,0,1,0,0.0,0.0,0.0
61599,5,9,0,0.0,0.0,0.0
61614,2,12,0,0.0,0.0,0.0
61723,0,2,0,0.0,0.0,0.0
61795,5,26,0,0.0,0.0,0.0
61837,3,29,0,0.0,0.0,0.0
61847,2,2,0,0.0,0.0,0.0
61864,0,12,0,0.0,0.0,0.0
62005,4,4,0,0.0,0.0,0.0
62023,3,3,0,0.0,0.0,0.0
62038,2,46,0,0.0,0.0,0.0
62054,9,4,0,0.0,0.0,0.0
62074,5,64,0,0.0,0.0,0.0
62087,9,151,0,0.0,0.0,0.0
62141,12,13,0,0.0,0.0,0.0
62160,0,4,0,0.0,0.0,0.0
62447,1,0,0,0.0,0.0,0.0
62577,6,43,0,0.0,0.0,0.0
62621,4,11,0,0.0,0.0,0.0
62701,1,5,0,0.0,0.0,0.0
